iter	Passed	Remaining
739	2071	727
740	2073	724
741	2074	721
742	2076	718
743	2077	714
744	2078	711
745	2080	708
746	2081	704
747	2082	701
748	2085	698
749	2087	695
750	2089	692
751	2090	689
752	2092	686
753	2093	683
754	2095	679
755	2097	676
756	2100	674
757	2102	671
758	2104	668
759	2106	665
760	2107	661
761	2108	658
762	2110	655
763	2111	652
764	2114	649
765	2116	646
766	2118	643
767	2119	640
768	2120	636
769	2121	633
770	2123	630
771	2124	627
772	2125	624
773	2127	621
774	2130	618
775	2131	615
776	2133	612
777	2134	609
778	2135	605
779	2137	602
780	2138	599
781	2139	596
782	2141	593
783	2144	590
784	2145	587
785	2147	584
786	2148	581
787	2149	578
788	2151	575
789	2152	572
790	2153	569
791	2155	566
792	2158	563
793	2160	560
794	2161	557
795	2162	554
796	2163	551
797	2165	548
798	2166	545
799	2167	541
800	2168	538
801	2171	536
802	2174	533
803	2175	530
804	2176	527
805	2178	524
806	2179	521
807	2180	518
808	2181	515
809	2183	512
810	2185	509
811	2187	506
812	2189	503
813	2191	500
814	2192	497
815	2194	494
816	2196	491
817	2199	489
818	2201	486
819	2203	483
820	2205	480
821	2207	478
822	2209	475
823	2210	472
824	2213	469
825	2215	466
826	2217	463
827	2218	460
828	2219	457
829	2221	454
830	2222	451
831	2223	449
832	2224	446
833	2227	443
834	2229	440
835	2231	437
836	2232	434
837	2233	431
838	2234	428
839	2236	425
840	2237	423
841	2238	420
842	2240	417
843	2243	414
844	2244	411
845	2246	408
846	2247	405
847	2248	403
848	2250	400
849	2251	397
850	2252	394
851	2254	391
852	2257	389
853	2259	386
854	2260	383
855	2262	380
856	2263	377
857	2264	374
858	2265	371
859	2267	369
860	2269	366
861	2271	363
862	2273	360
863	2275	358
864	2276	355
865	2278	352
866	2280	349
867	2288	348
868	2291	345
869	2293	342
870	2295	339
871	2299	337
872	2300	334
873	2302	331
874	2304	329
875	2306	326
876	2308	323
877	2310	321
878	2314	318
879	2315	315
880	2317	313
881	2319	310
882	2320	307
883	2321	304
884	2323	301
885	2326	299
886	2328	296
887	2329	293
888	2331	291
889	2334	288
890	2337	285
891	2341	283
892	2343	280
893	2344	278
894	2346	275
895	2347	272
896	2349	269
897	2351	267
898	2354	264
899	2356	261
900	2358	259
901	2360	256
902	2361	253
903	2363	250
904	2364	248
905	2366	245
906	2369	242
907	2371	240
908	2373	237
909	2374	234
910	2375	232
911	2377	229
912	2378	226
913	2381	224
914	2384	221
915	2386	218
916	2388	216
917	2389	213
918	2391	210
919	2392	208
920	2393	205
921	2395	202
922	2397	200
923	2399	197
924	2400	194
925	2402	191
926	2403	189
927	2404	186
928	2406	183
929	2407	181
930	2408	178
931	2411	175
932	2413	173
933	2415	170
934	2416	167
935	2417	165
936	2418	162
937	2420	159
938	2421	157
939	2422	154
940	2425	152
941	2427	149
942	2429	146
943	2430	144
944	2432	141
945	2433	138
946	2435	136
947	2436	133
948	2441	131
949	2443	128
950	2445	125
951	2446	123
952	2447	120
953	2448	118
954	2450	115
955	2451	112
956	2454	110
957	2456	107
958	2458	105
959	2459	102
960	2461	99
961	2463	97
962	2464	94
963	2467	92
964	2469	89
965	2472	87
966	2473	84
967	2474	81
968	2476	79
969	2478	76
970	2479	74
971	2481	71
972	2484	68
973	2485	66
974	2486	63
975	2488	61
976	2489	58
977	2490	56
978	2492	53
979	2493	50
980	2501	48
981	2503	45
982	2504	43
983	2505	40
984	2507	38
985	2508	35
986	2509	33
987	2512	30
988	2514	27
989	2515	25
990	2516	22
991	2518	20
992	2519	17
993	2520	15
994	2521	12
995	2523	10
996	2526	7
997	2528	5
998	2529	2
999	2531	0
